Gene.stable.ID	Chromosome.scaffold.name	Gene.start..bp.	Gene.end..bp.	Transcript.count	Gene_length	max_no_exons	EXS_events	INTR_events	ALTA_events	ALTD_events	gc_content_gene	gc_content_exon	gc_content_intron	conservation_gene	conservation_exon	conservation_intron	scope
ENSG1000000023	chr12	5888795	13896830	2	16864	20	10	13	6	4	0.5260532734356835	0.6585343274084479	0.3547274523675845	0.18643826214425452	0.9688778552856915	0.10456784033440025	peripheral
ENSG1000000024	chr22	7558159	14336787	17	136183	19	4	1	11	11	0.5786603295507569	0.3052007694042944	0.680094941528321	0.7795844735667533	0.7496518317429247	0.6364302495436367	peripheral
ENSG1000000025	chr12	6510426	12755423	8	28163	26	3	10	16	17	0.6689997524709183	0.3342034123417872	0.4784023091831823	0.3501252591667301	0.13008624013063197	0.7064757264869012	intermediate
ENSG1000000026	chr17	8511018	10071295	1	52491	15	2	18	12	13	0.5828954537253594	0.3831545020584109	0.3740531715354478	0.05784267656339637	0.7582631959290226	0.03158614482564204	peripheral
ENSG1000000027	chr10	7887740	19132582	9	189251	16	18	6	19	10	0.3610156171657045	0.3106128815495279	0.5167603789513432	0.9691026301408113	0.02458691645880151	0.9362122462436898	intermediate
ENSG1000000028	chr16	769599	17613287	11	104682	21	19	5	3	8	0.5305153440667252	0.3725741740359189	0.6491783343505633	0.8837858849634257	0.022123551528997254	0.05197128365147241	intermediate
ENSG1000000029	chr15	5292896	13445376	16	162549	5	17	1	9	1	0.5426860185531424	0.5332166243878769	0.5928899545638244	0.927752283195213	0.32361021914954125	0.5412963353010705	intermediate
ENSG1000000030	chr15	7971380	15251035	7	95204	3	14	5	2	11	0.4696522685209544	0.4685698202369991	0.6226244591445799	0.9949078226464353	0.48864319040466575	0.7090605194509164	central
ENSG1000000031	chr19	3331069	13612600	10	49615	12	8	17	8	2	0.594577694249889	0.6570686844307899	0.563513346684287	0.1738952492194873	0.7704074178077932	0.8709691237460856	intermediate
ENSG1000000032	chr12	3256416	10825816	3	91507	25	16	1	12	2	0.6737468059076059	0.6269774246953763	0.576910625807141	0.39624201890265875	0.6832953766065052	0.7140869321324278	intermediate
ENSG1000000033	chrX	874372	18763313	18	192462	20	13	17	17	0	0.6702274051627105	0.43672694067915035	0.6396782606261276	0.7582384757040913	0.44590270637674834	0.8017280830697918	central
ENSG1000000034	chr20	5654238	12026793	13	197959	27	14	14	14	7	0.48033574856165284	0.40376937337251695	0.39986720354367433	0.6960206180537922	0.2736266662816659	0.33945019254280606	central
ENSG1000000035	chr3	973549	10554594	7	149643	21	0	18	3	7	0.34529521833630206	0.45187696326690674	0.49576998545725615	0.15389590633985506	0.9971245001577111	0.8148251137465122	central
ENSG1000000036	chr5	3344015	18536326	4	190847	4	2	1	14	10	0.6939364795849338	0.536117977005923	0.38848377672784085	0.8158331249906178	0.42618130223597295	0.08011484638467514	peripheral
ENSG1000000037	chr19	7064747	13504473	13	12438	21	15	19	1	8	0.6355592345783736	0.40722545632915047	0.6950672031986588	0.22444057183666066	0.4513870243296755	0.8948166560605276	central
ENSG1000000038	chr7	9602084	17299695	1	166767	23	10	5	14	4	0.3498650724813067	0.5496595631396536	0.6776237358746453	0.22381761482262308	0.16362382119166918	0.5475923761537362	central
ENSG1000000039	chr21	6216205	12204664	8	92180	16	11	0	7	13	0.6683367530469488	0.46376466087649615	0.31577072454740235	0.5369744228934136	0.7948095487499294	0.8172977699624937	intermediate
ENSG1000000040	chr9	5193543	14341747	14	4500	25	9	14	7	2	0.6479585448248513	0.520818872340792	0.5822300690062754	0.5929399348417032	0.6936822257814886	0.45231828451830014	central
ENSG1000000041	chr7	2959035	19907771	16	101542	7	15	9	16	4	0.5075352228504288	0.4744506116541266	0.6700993269662663	0.5800862078378112	0.2207696127887604	0.643577695196525	peripheral
ENSG1000000042	chr18	4574294	10686976	14	94110	13	7	18	11	4	0.5365101742979717	0.41778630381676707	0.3722301380509334	0.09148683739775487	0.0823810456158427	0.5264026609361132	central
ENSG1000000043	chr4	6706972	12472189	12	104191	21	5	16	18	18	0.45960108154805207	0.6793813227848626	0.5271780922210517	0.8774608626303804	0.6804993020747131	0.7315895217553319	peripheral
ENSG1000000044	chr14	43586	18506404	19	38804	10	11	4	9	13	0.32190465552881253	0.6054423176639043	0.6661953190352167	0.26560004258870606	0.6545112142811352	0.08162998203058958	central
ENSG1000000045	chr18	2539449	11241082	15	69949	26	7	3	8	3	0.43407889665836036	0.356045270306581	0.31357839143431954	0.12951492128280417	0.2732595269982093	0.0603520839905638	central
ENSG1000000046	chr9	109557	15184502	2	83486	7	3	9	4	12	0.6211413794392046	0.647387190359165	0.578968106898736	0.8887480798689772	0.9508635622504104	0.24710323401014644	central
ENSG1000000047	chr21	1575558	16561000	2	152336	14	7	16	5	9	0.30185280920184115	0.4949724792998054	0.4189396029490203	0.9556514982297534	0.15105789178090023	0.15954468011318834	central
ENSG1000000048	chr2	8306462	16671458	19	109440	26	17	9	19	17	0.43339966867645763	0.6578208907576365	0.6697584781506121	0.8621276172654506	0.4323348010426019	0.8717835665922017	peripheral
ENSG1000000049	chr20	2009022	14892306	17	38994	5	4	16	1	7	0.4592674774363773	0.619942102378926	0.6884232980661471	0.8095160747248781	0.9436159201675989	0.21921398735804432	peripheral
ENSG1000000050	chr15	1201483	13674515	10	3873	3	8	19	12	7	0.5149582411751691	0.4700854017876933	0.6777065956453735	0.6552419806390217	0.4197273169261223	0.9758652558191313	intermediate
ENSG1000000051	chr7	542336	11579159	6	143733	23	3	4	5	6	0.6679422465651041	0.30898772332804697	0.4896856866629855	0.5508573706091393	0.6385259476640855	0.33689579177110685	peripheral
ENSG1000000052	chr12	4270071	19295925	15	98032	29	16	1	4	7	0.4385383977463845	0.4074709437539784	0.6448170603957253	0.08698675991141014	0.3975943979627943	0.18211791568869928	central
ENSG1000000053	chr8	6700380	14515488	11	93158	11	8	5	0	13	0.43878128075849104	0.5166536858643467	0.6378197594140281	0.4084532130706987	0.27421520234867003	0.7896985071424791	intermediate
ENSG1000000054	chr15	3560921	16041495	5	124133	11	0	1	5	18	0.5950004992438993	0.5533912879304589	0.42764018929730224	0.372688517012314	0.9839776479598282	0.6587077755008761	intermediate
ENSG1000000055	chr3	6860007	19056842	1	100886	18	19	12	5	5	0.4808871763559228	0.4031550741732809	0.6315661896602709	0.2597537837603262	0.409334006315043	0.498195716453139	intermediate
ENSG1000000056	chr14	2484414	18767088	8	27850	15	12	10	15	0	0.38984192917599275	0.3557424296291296	0.31480305388619706	0.7234201136885849	0.8940992036791344	0.5553635509376312	central
ENSG1000000057	chr17	2907361	16324167	12	93508	12	15	10	3	14	0.48097580645307736	0.6339720947197196	0.5385079513928211	0.4958757350787708	0.22995460589108618	0.7192017782722638	peripheral
ENSG1000000058	chr4	5895545	10791971	12	94797	9	12	15	10	0	0.35634280815191993	0.6937608722814208	0.3920035349150812	0.08104621590764793	0.2131047040250833	0.22845474133129873	central
ENSG1000000059	chr18	5697470	10501157	5	25851	10	13	10	8	16	0.3705547946024893	0.5102760729210742	0.3482267543109115	0.22018320194981134	0.03113408288451136	0.9963339160567419	intermediate
ENSG1000000060	chr8	2235001	14378727	7	89168	26	2	18	2	0	0.49934710909579183	0.3686717143393214	0.33078128065168366	0.6832587636595959	0.651666825375885	0.9747931621467831	central
ENSG1000000061	chr4	6908532	14124499	4	115085	12	5	14	18	14	0.46757017980181914	0.40892293060774754	0.5785155103512558	0.07613085949030018	0.36852634372376114	0.6503256863469369	central
ENSG1000000062	chr2	4322253	15946594	6	146877	17	17	15	7	1	0.66593836042724	0.3073562706189867	0.4359499855072264	0.8512069140487687	0.864358249839637	0.19954245092914513	peripheral
ENSG1000000063	chr6	5822185	15106799	13	75853	29	18	10	4	13	0.44495755964665323	0.6657195226241995	0.5899067086115046	0.4951465270139743	0.47320990669155716	0.6802282424312913	peripheral
ENSG1000000064	chr22	402691	14327576	15	66453	6	4	15	3	7	0.5322353401112173	0.34710043315605643	0.32614253631957696	0.480586577326648	0.9681934279147217	0.07219840897917584	intermediate
ENSG1000000065	chr10	2548422	14962140	3	57958	7	14	7	5	7	0.5529057151678121	0.5306065902057013	0.4261161351322441	0.5924077846595176	0.18552551570312115	0.030652502205806065	central
ENSG1000000066	chr4	1954110	12799487	8	20858	14	1	3	1	18	0.30523778263533347	0.4096220882748824	0.5157965169501348	0.8246809659251492	0.8686231679556108	0.2576828885112137	central
ENSG1000000067	chr22	4422881	12904941	16	3767	13	9	7	19	6	0.5654149488066842	0.5216712010063174	0.6162892659355854	0.34780920790219305	0.7765968527917417	0.4626229567393163	peripheral
ENSG1000000068	chr18	7205548	17983441	13	83245	8	17	3	10	18	0.3712143867479005	0.5605681553407457	0.42750100117282797	0.6780161525590636	0.770921844644052	0.8682725054083805	central
ENSG1000000069	chr12	8323736	15320385	18	90088	10	12	2	3	5	0.684428126987782	0.6318967214828806	0.5503565505748036	0.5657319639957911	0.8447832281168877	0.727169069766308	central
ENSG1000000070	chr2	6457295	12100021	10	39013	9	4	2	14	5	0.35946509110124514	0.38256850870424125	0.6543910992944748	0.2670282701694213	0.7610239909429989	0.742706521199981	central
ENSG1000000071	chr10	1384251	19749436	19	157664	18	0	17	5	2	0.4658496494908095	0.3043983314633922	0.5463452752729218	0.878629986355158	0.6262203216314154	0.42549333444807536	peripheral
ENSG1000000072	chr4	61088	16928040	17	11838	27	0	18	16	6	0.3341398672314575	0.35475425202752287	0.3931837899014535	0.7974260216069281	0.13124487768238757	0.3459349925469629	intermediate
ENSG1000000073	chr14	6409908	10618467	19	131984	26	17	18	5	18	0.6987497007383789	0.660007456739242	0.3097603126226152	0.6584518346584255	0.032526179491251916	0.3710387629846027	intermediate
ENSG1000000074	chr16	1496177	15333152	5	8043	2	14	4	18	7	0.500878004132497	0.649556031025006	0.6480395495603719	0.8505817290942419	0.9208478478156868	0.9876495637360578	central
ENSG1000000075	chr15	39354	17328141	9	106391	5	16	17	1	9	0.5381540069280175	0.5389652408681233	0.30850776434015487	0.8672942009598024	0.616650314520738	0.04010919141248248	intermediate
ENSG1000000076	chr8	6484532	15072148	12	165068	29	10	9	14	19	0.326830590955371	0.5402067441734613	0.6498806690736797	0.7083629767150348	0.7965372909761763	0.8670314961224486	peripheral
ENSG1000000077	chr14	3360012	11707923	1	61192	5	16	5	10	14	0.599984188159671	0.5660146698185022	0.5115748536108847	0.837013328363672	0.4815223515125501	0.5786754085723934	peripheral
ENSG1000000078	chrX	7654910	15134207	1	44925	6	12	0	7	14	0.3839622372382343	0.3701485114493798	0.6756270794051584	0.6974714616692836	0.11730818896239448	0.43861541918959046	intermediate
ENSG1000000079	chr8	4259623	18516999	15	39256	19	0	4	18	0	0.6592217157762854	0.6657647783699838	0.6195132943094661	0.6801407717603004	0.12518579220255044	0.7252576604151365	intermediate
ENSG1000000080	chr21	4959618	16730886	2	19388	8	1	8	12	19	0.38205585619280286	0.4675082099568292	0.6991736442133349	0.6186113782151843	0.6855652872289714	0.48666894142470285	central
ENSG1000000081	chr16	5725571	19405634	16	167307	16	8	11	11	6	0.37627508826546663	0.45325541129979896	0.44028472618068404	0.7527166395576412	0.4303058948994627	0.8734232380816606	intermediate
ENSG1000000082	chr13	416881	15853584	8	47795	13	2	13	4	3	0.31461986713923795	0.507567082113135	0.6068753155724507	0.1586051052930737	0.20052472670033672	0.9007018640112585	central
ENSG1000000083	chr18	7072696	18170528	13	114852	1	0	1	5	5	0.48882677804399965	0.318786386710022	0.4607723654436968	0.8808707591989284	0.4915945467414369	0.4217209268734554	central
ENSG1000000084	chr15	7433297	14301754	1	83542	22	15	16	3	0	0.5259364533050466	0.36651334750243175	0.4919502481215635	0.871843527745232	0.06420893707513409	0.2768277972350516	peripheral
ENSG1000000085	chr21	4965051	12269042	16	86499	20	5	13	18	4	0.32628345577134094	0.5952134465705481	0.551002185287348	0.029247283034559146	0.5819714019143988	0.5923503285933622	peripheral
ENSG1000000086	chr13	813169	11983509	7	18455	17	16	12	19	0	0.6102110466780042	0.3331194671700506	0.6494708456745355	0.8258167505647627	0.26899340443509767	0.912363345616691	peripheral
ENSG1000000087	chr9	225282	17740141	5	38341	7	4	8	0	3	0.481315533899211	0.5412608437865553	0.693633387679718	0.1288698674734452	0.7975591006371882	0.21066218900566658	peripheral
ENSG1000000088	chr15	3782876	10116381	3	71140	25	4	14	19	1	0.509756107731032	0.39813964387252837	0.6073093655458073	0.3351188542591419	0.31036195892357377	0.6229665835634828	intermediate
ENSG1000000089	chr13	2995766	11521701	12	197082	13	5	14	16	9	0.47630509877529126	0.4557182456167906	0.4671067128669335	0.7435082562916078	0.4552201490818012	0.6315602200925206	peripheral
ENSG1000000090	chr1	7734103	16105525	16	166483	4	2	10	11	4	0.4603052243501304	0.41547749470827994	0.468542800910828	0.1607598960483082	0.011620539908100636	0.733113022415281	intermediate
ENSG1000000091	chr7	5595109	19587994	19	190603	4	4	15	14	9	0.5238561325232871	0.44226908658597963	0.5950329206355566	0.8179670241190622	0.07244688779455888	0.1315676851272598	peripheral
ENSG1000000092	chr9	5674720	13438618	5	138929	6	4	16	0	0	0.36209609837228496	0.5876183620736981	0.3955108583073209	0.8321341779577419	0.3924935564066848	0.7158249646820886	intermediate
ENSG1000000093	chr1	8658145	17913697	14	164051	28	9	3	13	5	0.3727712521981084	0.41884868624926996	0.34418964525255785	0.5074677337608362	0.4799388347171235	0.909032520665641	central
ENSG1000000094	chr12	6609281	12457184	5	61976	19	9	0	5	12	0.6447142484054069	0.5265618561187588	0.4418488630563106	0.00638587171683358	0.6000205481193037	0.17968310887024197	intermediate
ENSG1000000095	chr8	5500307	14103022	15	45311	29	18	7	4	14	0.6784461848534531	0.4904201608796398	0.41489559666163267	0.2870381331749128	0.29166257870930323	0.23754332492387764	intermediate
ENSG1000000096	chr11	4372094	11418175	17	167780	12	16	16	10	3	0.44932372651190117	0.5654684661450593	0.418523248182396	0.6169269183757422	0.6949818861265425	0.9713950940416396	peripheral
ENSG1000000097	chr19	1561730	13806688	14	151722	22	13	2	3	12	0.4082978692574215	0.6747318957299031	0.39344310041996394	0.9811861780274235	0.8601223971892046	0.18097695270948977	intermediate
ENSG1000000098	chr17	5031596	17265795	5	71680	7	8	19	12	19	0.5575998172956063	0.5930288388841001	0.31683727585454474	0.6318135270166684	0.7798509888933498	0.8543850933695791	central
ENSG1000000099	chr8	5478048	13772962	12	174858	27	13	14	10	14	0.46349366843923856	0.3859761514363027	0.3071495738933655	0.2598035810641598	0.039618825348357145	0.4922778564480348	central
